select,100,4950,100,226549
insert,100,2317,2221,515399
heap,100,1038,590,145746
mquick,100,696,452,138572
quick,100,623,378,104590
select,100,4950,100,227682
insert,100,2718,2624,632826
heap,100,1000,567,134041
mquick,100,652,376,117428
quick,100,568,401,108365
select,100,4950,100,241274
insert,100,2505,2407,529746
heap,100,1013,576,126112
mquick,100,584,391,109121
quick,100,646,452,89865
select,100,4950,100,211823
insert,100,2667,2574,391552
heap,100,1021,585,109121
mquick,100,633,476,101192
quick,100,639,418,83445
select,100,4950,100,214089
insert,100,2792,2697,409675
heap,100,1021,576,96661
mquick,100,627,403,112519
quick,100,584,344,73629
select,100,4950,100,212956
insert,100,2506,2418,375315
heap,100,1038,593,106100
mquick,100,587,345,86088
quick,100,703,367,89109
select,100,4950,100,209180
insert,100,2628,2534,388154
heap,100,1023,571,101569
mquick,100,666,465,122713
quick,100,759,559,5743387
select,100,4950,100,91375
insert,100,2506,2411,831433
heap,100,1029,584,107610
mquick,100,622,394,120826
quick,100,606,427,598089
select,100,4950,100,65322
insert,100,2562,2467,174443
heap,100,1015,576,101947
mquick,100,609,428,105722
quick,100,674,497,87222
select,100,4950,100,71363
insert,100,2176,2080,111764
heap,100,1029,589,97416
mquick,100,558,376,84578
quick,100,721,393,80425
select,100,4950,100,68720
insert,100,2703,2605,135174
heap,100,1032,582,110631
mquick,100,706,467,91752
quick,100,623,477,86088
select,100,4950,100,67209
insert,100,2412,2314,122714
heap,100,1045,593,96660
mquick,100,585,400,77026
quick,100,614,392,79292
select,100,4950,100,65699
insert,100,2495,2400,125357
heap,100,1029,583,120449
mquick,100,630,355,92885
quick,100,558,321,65699
select,100,4950,100,70607
insert,100,2287,2191,115162
heap,100,1037,594,98927
mquick,100,686,414,84956
quick,100,594,445,79670
select,100,4950,100,69475
insert,100,2281,2184,111387
heap,100,1047,597,94773
mquick,100,597,446,90619
quick,100,706,544,83068
select,100,4950,100,67210
insert,100,2693,2602,119693
heap,100,1036,587,667942
mquick,100,709,545,104212
quick,100,591,388,77026
select,100,4950,100,72118
insert,100,2690,2595,143481
heap,100,1030,584,98926
mquick,100,594,389,85710
quick,100,839,627,94395
select,100,4950,100,64189
insert,100,2572,2477,126112
heap,100,1039,588,94396
mquick,100,671,480,86466
quick,100,629,450,83067
select,100,4950,100,65321
insert,100,2387,2290,117050
heap,100,1020,585,107233
mquick,100,725,410,85333
quick,100,598,430,66076
select,100,4950,100,61923
insert,100,2676,2584,128000
heap,100,1053,589,100437
mquick,100,581,413,75894
quick,100,570,389,71363
select,100,4950,100,62679
insert,100,2720,2624,131398
heap,100,1010,573,90242
mquick,100,573,390,75139
quick,100,653,456,73251
select,100,4950,100,64189
insert,100,2707,2610,129511
heap,100,1023,573,90997
mquick,100,628,351,75139
quick,100,682,382,73251
select,100,4950,100,62301
insert,100,2316,2222,109876
heap,100,1024,583,91375
mquick,100,573,382,75139
quick,100,612,371,69475
select,100,4950,100,65322
insert,100,2655,2562,133663
heap,100,1027,579,92885
mquick,100,603,299,72118
quick,100,656,437,72873
select,100,4950,100,61545
insert,100,2307,2211,111386
heap,100,1030,588,92130
mquick,100,611,455,88354
quick,100,652,398,78160
select,100,4950,100,66454
insert,100,2393,2300,109499
heap,100,1036,587,96661
mquick,100,655,399,85711
quick,100,715,457,78160
select,100,4950,100,58903
insert,100,2266,2171,104590
heap,100,1034,586,110254
mquick,100,644,464,90241
quick,100,617,385,75139
select,100,4950,100,63056
insert,100,2677,2583,134796
heap,100,1012,570,94395
mquick,100,620,386,83446
quick,100,771,618,83823
select,100,4950,100,66831
insert,100,2435,2340,124979
heap,100,1024,575,198608
mquick,100,770,617,87977
quick,100,618,415,70985
select,100,4950,100,61546
insert,100,2437,2340,120071
heap,100,1020,585,82690
mquick,100,629,373,76272
quick,100,614,424,69097
select,100,4950,100,62301
insert,100,2886,2791,143103
heap,100,1017,578,101569
mquick,100,614,465,85334
quick,100,630,335,72873
select,100,4950,100,1098006
insert,100,2199,2105,521440
heap,100,1027,580,88354
mquick,100,645,429,78159
quick,100,708,353,70230
select,100,4950,100,58903
insert,100,2394,2297,107610
heap,100,1051,596,96660
mquick,100,711,354,80047
quick,100,573,408,72118
select,100,4950,100,60035
insert,100,2661,2569,124979
heap,100,1037,586,89864
mquick,100,576,409,78159
quick,100,565,385,72496
select,100,4950,100,80425
insert,100,2666,2571,135174
heap,100,1013,574,95528
mquick,100,587,405,80047
quick,100,622,368,77404
select,100,4950,100,62301
insert,100,2393,2295,109499
heap,100,1037,592,91375
mquick,100,596,399,70985
quick,100,706,422,72873
select,100,4950,100,58525
insert,100,2697,2603,124224
heap,100,1013,576,86843
mquick,100,597,396,73628
quick,100,689,492,72873
select,100,4950,100,58903
insert,100,2555,2459,116295
heap,100,1006,570,87221
mquick,100,618,435,77027
quick,100,624,367,59658
select,100,4950,100,2648732
insert,100,2756,2659,137440
heap,100,1018,572,99304
mquick,100,627,368,82690
quick,100,673,485,80425
select,100,4950,100,80803
insert,100,2760,2664,139327
heap,100,1019,581,95906
mquick,100,603,404,75894
quick,100,653,442,79670
select,100,4950,100,63056
insert,100,2709,2612,520685
heap,100,1032,585,105346
mquick,100,610,419,83068
quick,100,687,430,84578
select,100,4950,100,60790
insert,100,2457,2361,127622
heap,100,1037,586,107610
mquick,100,573,360,83445
quick,100,602,378,68720
select,100,4950,100,65700
insert,100,2445,2351,127244
heap,100,1035,582,97794
mquick,100,642,363,84956
quick,100,613,390,73250
select,100,4950,100,65321
insert,100,2856,2764,142726
heap,100,1027,577,94396
mquick,100,641,393,80047
quick,100,574,395,69852
select,100,4950,100,72496
insert,100,2719,2623,4053711
heap,100,1019,578,78915
mquick,100,577,396,79292
quick,100,651,425,74006
select,100,4950,100,61168
insert,100,2297,2202,111764
heap,100,1025,577,51351
mquick,100,615,366,744968
quick,100,626,372,71741
select,100,4950,100,66831
insert,100,2479,2385,935646
heap,100,1024,584,54749
mquick,100,583,344,83068
quick,100,614,459,84578
select,100,4950,100,70231
insert,100,2777,2679,348508
heap,100,1024,572,99682
mquick,100,657,455,518796
quick,100,722,612,183127
select,100,4950,100,67587
insert,100,2496,2400,1167481
heap,100,1006,571,58148
mquick,100,565,377,83446
quick,100,602,371,73629
select,100,4950,100,63434
insert,100,2642,2546,131021
heap,100,1021,579,52106
mquick,100,571,377,78160
quick,100,712,403,79292
select,100,4950,100,66076
insert,100,2477,2382,455741
heap,100,1038,589,60790
mquick,100,623,392,103458
quick,100,601,379,74383
select,100,4950,100,66455
insert,100,2753,2658,137440
heap,100,1034,583,52861
mquick,100,670,425,89487
quick,100,622,448,80047
select,100,4950,100,65322
insert,100,2525,2430,129510
heap,100,1034,587,46820
mquick,100,625,449,90997
quick,100,599,450,70608
select,100,4950,100,63434
insert,100,2450,2354,124980
heap,100,1040,591,56637
mquick,100,588,383,88732
quick,100,590,351,76271
select,100,4950,100,67587
insert,100,2527,2431,119694
heap,100,1040,592,57392
mquick,100,609,427,104590
quick,100,555,384,66832
select,100,4950,100,61923
insert,100,2597,2504,292626
heap,100,1018,571,50218
mquick,100,558,385,76649
quick,100,596,429,64189
select,100,4950,100,60036
insert,100,2522,2426,113652
heap,100,1012,581,47575
mquick,100,561,384,79292
quick,100,603,446,86089
select,100,4950,100,176330
insert,100,2566,2469,128377
heap,100,1030,588,52484
mquick,100,606,447,81557
quick,100,671,449,73628
select,100,4950,100,61924
insert,100,2433,2337,207670
heap,100,1028,582,50596
mquick,100,671,459,83068
quick,100,768,472,77405
select,100,4950,100,63057
insert,100,2619,2525,123092
heap,100,1027,576,61545
mquick,100,610,453,98549
quick,100,596,449,64566
select,100,4950,100,75139
insert,100,2465,2367,106100
heap,100,1031,586,66076
mquick,100,560,372,264685
quick,100,586,411,73250
select,100,4950,100,61168
insert,100,2682,2587,131399
heap,100,1021,580,57015
mquick,100,589,412,83068
quick,100,622,374,74761
select,100,4950,100,1248661
insert,100,2661,2564,4030301
heap,100,1044,585,53239
mquick,100,675,435,84201
quick,100,634,370,72873
select,100,4950,100,72496
insert,100,2554,2459,63811
heap,100,1033,578,56260
mquick,100,638,508,86844
quick,100,571,410,66077
select,100,4950,100,65321
insert,100,2475,2378,53994
heap,100,1026,583,51728
mquick,100,626,449,81935
quick,100,601,327,69097
select,100,4950,100,72496
insert,100,2514,2421,58525
heap,100,1011,580,52483
mquick,100,606,376,81935
quick,100,587,432,82690
select,100,4950,100,65321
insert,100,2457,2364,57393
heap,100,1035,597,56260
mquick,100,590,433,86844
quick,100,853,694,87976
select,100,4950,100,62679
insert,100,2265,2172,48330
heap,100,1009,575,50973
mquick,100,637,418,83068
quick,100,678,380,75517
select,100,4950,100,61168
insert,100,2371,2277,50596
heap,100,1039,596,50596
mquick,100,606,378,75139
quick,100,648,409,74383
select,100,4950,100,1327953
insert,100,2724,2630,64944
heap,100,1023,571,53239
mquick,100,651,410,90242
quick,100,684,489,72874
select,100,4950,100,66454
insert,100,2810,2713,62301
heap,100,1020,574,48708
mquick,100,599,389,74006
quick,100,635,518,76271
select,100,4950,100,59281
insert,100,2423,2327,49464
heap,100,1038,592,51351
mquick,100,592,429,79292
quick,100,667,421,75517
select,100,4950,100,61924
insert,100,2420,2325,51351
heap,100,1029,584,42667
mquick,100,562,363,64944
quick,100,605,377,62301
select,100,4950,100,57770
insert,100,2714,2621,54749
heap,100,1038,582,43799
mquick,100,630,373,99304
quick,100,655,389,75139
select,100,4950,100,59658
insert,100,2583,2491,53994
heap,100,1040,586,69853
mquick,100,568,404,73629
quick,100,620,398,75894
select,100,4950,100,68342
insert,100,2557,2461,53239
heap,100,1031,586,53239
mquick,100,631,420,82313
quick,100,773,474,79669
select,100,4950,100,68342
insert,100,2600,2504,55504
heap,100,1039,591,47198
mquick,100,776,475,101569
quick,100,650,426,95528
select,100,4950,100,64944
insert,100,2657,2564,58148
heap,100,1026,579,50219
mquick,100,663,417,86089
quick,100,712,480,84956
select,100,4950,100,66454
insert,100,2704,2611,61545
heap,100,1021,580,49085
mquick,100,715,481,97039
quick,100,582,414,75893
select,100,4950,100,62679
insert,100,2378,2282,55882
heap,100,1043,589,50973
mquick,100,598,403,75516
quick,100,737,396,71741
select,100,4950,100,74384
insert,100,2664,2570,58903
heap,100,1021,581,50974
mquick,100,637,442,82313
quick,100,584,423,89864
select,100,4950,100,65699
insert,100,2565,2469,58147
heap,100,1017,576,52106
mquick,100,587,424,76649
quick,100,597,349,66832
select,100,4950,100,78160
insert,100,2265,2168,52484
heap,100,1040,597,53616
mquick,100,614,404,87222
quick,100,610,405,72496
select,100,4950,100,68719
insert,100,2657,2561,55882
heap,100,1011,572,50596
mquick,100,579,378,80047
quick,100,559,407,68342
select,100,4950,100,63056
insert,100,2726,2629,63433
heap,100,1026,576,52107
mquick,100,562,408,72118
quick,100,726,485,89487
select,100,4950,100,80047
insert,100,2557,2461,56637
heap,100,1036,592,60036
mquick,100,691,373,97793
quick,100,633,473,75516
select,100,4950,100,69852
insert,100,2613,2519,54749
heap,100,1031,592,50218
mquick,100,642,450,94395
quick,100,682,411,80425
select,100,4950,100,88354
insert,100,2554,2460,52484
heap,100,1033,585,76272
mquick,100,613,412,136307
quick,100,573,343,72873
select,100,4950,100,45687
insert,100,2593,2498,58525
heap,100,1032,585,44932
mquick,100,567,388,77782
quick,100,647,414,66077
select,100,4950,100,46065
insert,100,2626,2535,57770
heap,100,1032,580,50596
mquick,100,617,332,77026
quick,100,710,442,75516
select,100,4950,100,45688
insert,100,2831,2739,63811
heap,100,1032,588,52106
mquick,100,654,428,81557
quick,100,571,398,59281
select,100,4950,100,43800
insert,100,2457,2362,49463
heap,100,1016,565,43044
mquick,100,574,399,170666
quick,100,645,434,64189
select,100,4950,100,43800
insert,100,2358,2262,47575
heap,100,1030,581,47575
mquick,100,648,435,67964
quick,100,716,490,77404
select,100,4950,100,45310
insert,100,2400,2307,53239
heap,100,1029,590,48708
mquick,100,710,502,78160
quick,100,675,327,72118
select,100,4950,100,48708
insert,100,2373,2279,54371
heap,100,1022,588,47953
mquick,100,586,410,65321
quick,100,720,339,71363
select,100,4950,100,45310
insert,100,2568,2471,54372
heap,100,1036,584,69097
mquick,100,660,356,68719
quick,100,651,476,67587
select,100,4950,100,49840
insert,100,2547,2450,67587
heap,100,1030,585,53239
mquick,100,788,443,111009
quick,100,630,442,65699
select,100,4950,100,46820
insert,100,2884,2791,63811
heap,100,1019,566,78915
mquick,100,633,443,89864
quick,100,601,469,793676
select,100,4950,100,49841
insert,100,2491,2395,52484
heap,100,1040,592,35115
mquick,100,604,470,77404
quick,100,634,420,77404
select,100,4950,100,50219
insert,100,2440,2343,53994
heap,100,1024,578,41534
mquick,100,637,421,79670
quick,100,595,403,71363
select,100,4950,100,47575
insert,100,2661,2566,59658
heap,100,1021,577,37003
mquick,100,598,404,79670
quick,100,643,346,69853
select,100,4950,100,61923
insert,100,2579,2482,63056
heap,100,1019,571,40023
mquick,100,646,347,84955
quick,100,632,429,73251
select,100,4950,100,46065
insert,100,2470,2377,54750
heap,100,1033,586,40778
mquick,100,616,390,69474
quick,100,605,363,73250
select,100,4950,100,49086
insert,100,2597,2500,59658
heap,100,1020,575,36626
mquick,100,636,472,73251
quick,100,644,449,79292
select,100,4950,100,61545
insert,100,2942,2847,65321
heap,100,1039,582,39646
mquick,100,601,351,69097
quick,100,749,360,78914
select,100,4950,100,46443
insert,100,2741,2650,59658
heap,100,1016,577,32472
mquick,100,603,351,67587
quick,100,666,495,70985
select,100,4950,100,46065
insert,100,2544,2448,56637
heap,100,1033,591,43045
mquick,100,634,459,91752
quick,100,636,369,67587
select,100,4950,100,53994
insert,100,2510,2416,53617
heap,100,1039,585,34737
mquick,100,580,368,74762
quick,100,635,444,83445
select,100,4950,100,60413
insert,100,2557,2461,57770
heap,100,1020,582,44555
mquick,100,638,445,77026
quick,100,652,482,76271
select,100,4950,100,44932
insert,100,2826,2734,62679
heap,100,1009,569,36248
mquick,100,655,483,72873
quick,100,572,424,75894
select,100,4950,100,51351
insert,100,2709,2615,58903
heap,100,1026,574,40024
mquick,100,575,425,72496
quick,100,632,384,69852
select,100,4950,100,46065
insert,100,2603,2508,61923
heap,100,1035,583,40023
mquick,100,635,385,80803
quick,100,762,387,76649
select,100,4950,100,48331
insert,100,2606,2512,55504
heap,100,1032,581,38513
mquick,100,765,388,83445
quick,100,661,442,71362
select,100,4950,100,48330
insert,100,2580,2490,61169
heap,100,1032,593,40401
mquick,100,668,406,83067
quick,100,614,397,72118
select,100,4950,100,47953
insert,100,2649,2553,57014
heap,100,1024,584,44555
mquick,100,617,398,78915
quick,100,618,443,70985
select,100,4950,100,46443
insert,100,2579,2485,57015
heap,100,1000,568,38890
mquick,100,621,444,74383
quick,100,684,442,84578
select,100,4950,100,49086
insert,100,2517,2422,63812
heap,100,1016,573,43044
mquick,100,634,406,75139
quick,100,646,460,77405
select,100,4950,100,132531
insert,100,2489,2391,58148
heap,100,1027,586,41534
mquick,100,632,428,70608
quick,100,708,426,81558
select,100,4950,100,44554
insert,100,2413,2320,55504
heap,100,1033,591,38891
mquick,100,648,474,71741
quick,100,566,406,72495
select,100,4950,100,51351
insert,100,2492,2396,60791
heap,100,1020,573,41156
mquick,100,569,407,75894
quick,100,569,375,75893
select,100,4950,100,51351
insert,100,2565,2470,57015
heap,100,1022,577,35115
mquick,100,597,374,69853
quick,100,578,457,67209
select,100,4950,100,52861
insert,100,2449,2353,54749
heap,100,1036,590,37380
mquick,100,581,458,77404
quick,100,626,406,83446
select,100,4950,100,49841
insert,100,2787,2691,67588
heap,100,1022,576,40024
mquick,100,618,424,77027
quick,100,612,344,69097
select,100,4950,100,51729
insert,100,2442,2348,57770
heap,100,1036,585,35492
mquick,100,615,345,83823
quick,100,666,465,87599
select,100,4950,100,51728
insert,100,2817,2720,64189
heap,100,1020,573,36625
mquick,100,588,369,1281888
quick,100,814,521,97794
select,100,4950,100,53616
insert,100,2415,2323,56637
heap,100,1029,588,42667
mquick,100,823,512,95151
quick,100,582,448,75894
select,100,4950,100,51728
insert,100,2577,2484,62679
heap,100,1047,589,43422
mquick,100,640,473,79292
quick,100,610,405,80425
select,100,4950,100,48708
insert,100,2611,2519,58902
heap,100,1014,574,38513
mquick,100,613,406,72496
quick,100,634,380,74006
select,100,4950,100,51728
insert,100,2414,2320,58147
heap,100,1035,593,39646
mquick,100,637,381,76271
quick,100,652,407,76649
select,100,4950,100,48708
insert,100,2482,2386,61546
heap,100,1020,573,41157
mquick,100,655,408,84956
quick,100,621,436,78159
select,100,4950,100,50595
insert,100,2121,2026,52106
heap,100,1036,593,42667
mquick,100,629,421,79292
quick,100,605,461,80802
select,100,4950,100,50218
insert,100,2651,2560,66454
heap,100,1012,577,39646
mquick,100,607,462,77027
quick,100,660,483,83068
select,100,4950,100,51728
insert,100,2521,2426,62678
heap,100,1016,577,43044
mquick,100,620,429,76271
quick,100,603,414,75517
select,100,4950,100,48331
insert,100,2153,2059,52862
heap,100,1042,596,31717
mquick,100,606,415,89109
quick,100,592,471,939800
select,100,4950,100,52484
insert,100,2610,2514,62678
heap,100,1030,583,42290
mquick,100,597,464,86466
quick,100,750,475,82313
select,100,4950,100,44554
insert,100,2966,2871,461405
heap,100,1024,580,504449
mquick,100,688,437,1498243
quick,100,543,396,77404
select,100,4950,100,51352
insert,100,2280,2187,50973
heap,100,1026,582,38136
mquick,100,562,397,73251
quick,100,691,440,80425
select,100,4950,100,45309
insert,100,2252,2154,49841
heap,100,1037,591,348885
mquick,100,809,319,84956
quick,100,670,418,153298
select,100,4950,100,52861
insert,100,2597,2502,58903
heap,100,1020,581,40024
mquick,100,659,441,76649
quick,100,549,402,72118
select,100,4950,100,46065
insert,100,2844,2754,63811
heap,100,1004,569,36625
mquick,100,588,390,68720
quick,100,673,392,76272
select,100,4950,100,45310
insert,100,2514,2423,57015
heap,100,1024,576,38513
mquick,100,644,448,73251
quick,100,667,439,77782
select,100,4950,100,46820
insert,100,2653,2558,57392
heap,100,1021,579,36626
mquick,100,656,433,72874
quick,100,625,422,75894
select,100,4950,100,49841
insert,100,2462,2368,57015
heap,100,1019,579,39269
mquick,100,732,582,85333
quick,100,609,409,65321
select,100,4950,100,47575
insert,100,2746,2651,63811
heap,100,1026,580,38891
mquick,100,612,410,70608
quick,100,678,434,74761
select,100,4950,100,47575
insert,100,2248,2152,168402
heap,100,1019,579,35870
mquick,100,571,373,244673
quick,100,700,463,82690
select,100,4950,100,43422
insert,100,2560,2469,57770
heap,100,1014,576,37758
mquick,100,685,423,1429522
quick,100,653,377,71740
select,100,4950,100,48331
insert,100,2703,2606,56260
heap,100,1030,583,40402
mquick,100,642,455,70231
quick,100,596,386,60790
select,100,4950,100,43422
insert,100,2584,2487,65699
heap,100,1024,582,34360
mquick,100,581,369,67587
quick,100,556,406,59658
select,100,4950,100,45310
insert,100,2801,2704,55882
heap,100,1031,583,33983
mquick,100,559,407,68342
quick,100,580,432,74006
select,100,4950,100,47198
insert,100,2539,2446,61168
heap,100,1029,585,36248
mquick,100,583,433,69853
quick,100,701,511,74384
select,100,4950,100,48331
insert,100,2511,2416,51351
heap,100,1029,585,36247
mquick,100,616,416,67210
quick,100,645,499,63811
select,100,4950,100,40779
insert,100,2549,2452,53239
heap,100,1034,587,31717
mquick,100,595,434,60413
quick,100,689,507,74761
select,100,4950,100,39269
insert,100,2572,2476,60036
heap,100,1014,579,62301
mquick,100,567,371,70985
quick,100,657,452,83446
select,100,4950,100,55505
insert,100,2648,2557,103835
heap,100,1031,578,41157
mquick,100,660,453,67209
quick,100,629,416,70985
select,100,4950,100,48708
insert,100,2366,2269,57014
heap,100,1029,594,41156
mquick,100,647,373,72873
quick,100,648,454,72495
select,100,4950,100,50596
insert,100,2599,2506,52484
heap,100,1028,585,32472
mquick,100,644,430,160472
quick,100,675,385,70230
select,100,4950,100,44177
insert,100,2507,2417,49840
heap,100,1013,588,35492
mquick,100,597,391,75517
quick,100,615,456,64944
select,100,4950,100,44554
insert,100,2470,2373,48708
heap,100,1026,580,42289
mquick,100,644,430,74761
quick,100,602,400,70986
select,100,4950,100,46820
insert,100,2374,2278,52484
heap,100,1029,587,33982
mquick,100,646,427,73629
quick,100,529,374,63056
select,100,4950,100,48331
insert,100,2748,2652,64566
heap,100,1012,583,41912
mquick,100,532,375,72118
quick,100,604,418,74006
select,100,4950,100,48708
insert,100,2449,2353,47198
heap,100,1031,584,35115
mquick,100,592,378,62678
quick,100,772,463,80802
select,100,4950,100,41534
insert,100,2415,2319,52861
heap,100,1042,594,1103293
mquick,100,660,436,704189
quick,100,718,576,87599
select,100,4950,100,49463
insert,100,2675,2585,60035
heap,100,1020,580,38513
mquick,100,640,460,77782
quick,100,689,439,83445
select,100,4950,100,49841
insert,100,2369,2275,56637
heap,100,1035,590,37758
mquick,100,692,440,75894
quick,100,623,420,79292
select,100,4950,100,46442
insert,100,2504,2408,57770
heap,100,1035,587,39646
mquick,100,619,337,412318
quick,100,685,456,74006
select,100,4950,100,48708
insert,100,2269,2176,49085
heap,100,1027,583,38136
mquick,100,597,370,71741
quick,100,729,508,75517
select,100,4950,100,51729
insert,100,2561,2465,90997
heap,100,1026,588,239765
mquick,100,732,509,86843
quick,100,644,393,77405
select,100,4950,100,54750
insert,100,2764,2668,64944
heap,100,1020,573,36625
mquick,100,743,371,88731
quick,100,678,420,78537
select,100,4950,100,44555
insert,100,2542,2446,476885
heap,100,1029,587,907706
mquick,100,681,421,77782
quick,100,596,460,66454
select,100,4950,100,50974
insert,100,2451,2358,57392
heap,100,1034,585,34360
mquick,100,599,461,74006
quick,100,617,339,57393
select,100,4950,100,71740
insert,100,2776,2681,61546
heap,100,1024,578,39269
mquick,100,636,413,73251
quick,100,712,502,78537
select,100,4950,100,47575
insert,100,2483,2390,55504
heap,100,1011,575,38891
mquick,100,629,400,70230
quick,100,769,557,83823
select,100,4950,100,46820
insert,100,2518,2424,55127
heap,100,1035,585,37758
mquick,100,676,353,74383
quick,100,747,456,78537
select,100,4950,100,52862
insert,100,2824,2728,126113
heap,100,1028,585,44555
mquick,100,750,457,93640
quick,100,691,428,81935
select,100,4950,100,51729
insert,100,2573,2480,64566
heap,100,1023,575,41534
mquick,100,694,429,79292
quick,100,705,409,81557
select,100,4950,100,49840
insert,100,2401,2305,60035
heap,100,1042,596,42289
mquick,100,685,506,87599
quick,100,619,429,77027
select,100,4950,100,48708
insert,100,2666,2572,64189
heap,100,1029,583,41534
mquick,100,597,352,68343
quick,100,714,517,84955
select,100,4950,100,47576
insert,100,2396,2298,55505
heap,100,1031,585,43422
mquick,100,606,381,73251
quick,100,643,462,80425
select,100,4950,100,49085
insert,100,2505,2409,56637
heap,100,1036,582,41156
mquick,100,652,458,77404
quick,100,656,496,79292
select,100,4950,100,50218
insert,100,2687,2591,59657
heap,100,1020,580,39646
mquick,100,581,340,81558
quick,100,605,460,79670
select,100,4950,100,48708
insert,100,2429,2333,54749
heap,100,1029,580,40779
mquick,100,608,461,75894
quick,100,631,486,66832
select,100,4950,100,47952
insert,100,2247,2153,53239
heap,100,1019,578,40779
mquick,100,634,487,80047
quick,100,650,352,77405
select,100,4950,100,51351
insert,100,2572,2475,64566
heap,100,1041,590,42289
mquick,100,636,379,77027
quick,200,1680,1084,189168
select,200,19900,200,157074
insert,200,9805,9611,209936
heap,200,2451,1372,82312
mquick,200,1477,949,145369
quick,200,1754,981,259021
select,200,19900,200,223150
insert,200,10681,10486,10713112
heap,200,2443,1341,78537
mquick,200,1562,987,192944
quick,200,1417,816,158585
select,200,19900,200,177463
insert,200,10107,9914,251092
heap,200,2475,1369,97416
mquick,200,1454,964,862018
quick,200,1454,917,216354
select,200,19900,200,182372
insert,200,9620,9428,225793
heap,200,2443,1357,712119
mquick,200,1457,918,188413
quick,200,1407,855,181994
select,200,19900,200,177840
insert,200,9972,9779,225038
heap,200,2484,1384,92508
mquick,200,1511,1000,178974
quick,200,1426,925,185392
select,200,19900,200,183504
insert,200,9946,9756,226549
heap,200,2455,1363,93640
mquick,200,1484,991,194455
quick,200,1445,890,167646
select,200,19900,200,179351
insert,200,10446,10252,247694
heap,200,2458,1355,93640
mquick,200,1445,829,175575
quick,200,1683,894,181994
select,200,19900,200,168024
insert,200,10491,10296,256000
heap,200,2459,1365,95150
mquick,200,1471,987,173687
quick,200,1420,878,166513
select,200,19900,200,174820
insert,200,10210,10016,245428
heap,200,2468,1381,91752
mquick,200,1478,970,186148
quick,200,1388,961,160472
select,200,19900,200,168401
insert,200,10359,10163,242785
heap,200,2438,1346,86844
mquick,200,1423,936,166513
quick,200,1589,1131,196719
select,200,19900,200,161983
insert,200,10936,10741,6285972
heap,200,2452,1354,123847
mquick,200,1403,885,230324
quick,200,1516,1020,259021
select,200,19900,200,260531
insert,200,10360,10163,287340
heap,200,2461,1362,126490
mquick,200,1545,958,324343
quick,200,1655,822,170667
select,200,19900,200,785369
insert,200,10632,10440,256000
heap,200,2454,1353,95528
mquick,200,1605,1092,192944
quick,200,1474,884,179351
select,200,19900,200,185393
insert,200,11156,10964,289227
heap,200,2438,1349,97039
mquick,200,1477,885,176330
quick,200,1689,844,189168
select,200,19900,200,171799
insert,200,9671,9474,235233
heap,200,2452,1373,95150
mquick,200,1692,845,11462988
quick,200,1503,908,169156
select,200,19900,200,171044
insert,200,10701,10507,252601
heap,200,2462,1366,90997
mquick,200,1492,996,172555
quick,200,1762,965,188035
select,200,19900,200,170667
insert,200,9566,9372,224661
heap,200,2474,1375,89865
mquick,200,1594,817,166891
quick,200,1600,1157,172177
select,200,19900,200,166891
